URL,Count
"/check-uk-visa/y/seychelles/work/longer_than_six_months",1
"/check-uk-visa/y/bosnia-and-herzegovina/work/longer_than_six_months",2
"/check-uk-visa/y/nigeria/transit/yes",50
"/check-uk-visa/y/montenegro/work/longer_than_six_months",3
"/check-uk-visa/y/georgia/school",1
"/check-uk-visa/y/serbia/transit/no",7
"/check-uk-visa/y/liberia/work",5
"/check-uk-visa/y/bangladesh/work",62
"/check-uk-visa/y/kosovo",39
"/check-uk-visa/y/burma/tourism",40
"/check-uk-visa/y/saudi-arabia/transit/yes",21
"/check-uk-visa/y/greece",27
"/check-uk-visa/y/solomon-islands/family",1
"/check-uk-visa/y/tunisia/school",3
"/check-uk-visa/y/guatemala/school",1
"/check-uk-visa/y/iraq/study/longer_than_six_months",46
"/check-uk-visa/y/saudi-arabia/school",2
"/check-uk-visa/y/guinea/study/six_months_or_less",1
"/check-uk-visa/y/armenia/transit",8
"/check-uk-visa/y/china/medical",6
"/check-uk-visa/y/syria/tourism",117
"/check-uk-visa/y/dominica/tourism",14
"/check-uk-visa/y/st-vincent-and-the-grenadines",9
"/check-uk-visa/y/gabon/study/longer_than_six_months",1
"/check-uk-visa/y/andorra/work",1
"/check-uk-visa/y/sao-tome-and-principe/study/longer_than_six_months",1
"/check-uk-visa/y/democratic-republic-of-congo/work",11
"/check-uk-visa/y/samoa",6
"/check-uk-visa/y/ghana/family",115
"/check-uk-visa/y/algeria/study/six_months_or_less",40
"/check-uk-visa/y/chad/tourism",7
"/check-uk-visa/y/anguilla/study/longer_than_six_months",1
"/check-uk-visa/y/cyprus-north/marriage",1
"/check-uk-visa/y/panama/tourism",26
"/check-uk-visa/y/burundi/tourism",4
"/check-uk-visa/y/iran/study/six_months_or_less",27
"/check-uk-visa/y/japan/study/longer_than_six_months",136
"/check-uk-visa/y/ghana/transit/no",33
"/check-uk-visa/y/tonga",7
"/check-uk-visa/y/macao/work",2
"/check-uk-visa/y/san-marino/work",1
"/check-uk-visa/y/bahamas/work",1
"/check-uk-visa/y/ecuador/study/six_months_or_less",8
"/check-uk-visa/y/iraq/school",2
"/check-uk-visa/y/ghanatransitvisa",1
"/check-uk-visa/y/peru/transit/no",12
"/check-uk-visa/y/indonesia/family",37
"/check-uk-visa/y/vietnam/marriage",18
"/check-uk-visa/y/kosovo/transit/yes",2
"/check-uk-visa/y/haiti",20
"/check-uk-visa/y/st-lucia/study/six_months_or_less",2
"/check-uk-visa/y/north-korea/transit/yes",1
"/check-uk-visa/y/syria/study/six_months_or_less",4
"/check-uk-visa/y/lebanon/work",94
"/check-uk-visa/y/nigeria/work/longer_than_6_months",2
"/check-uk-visa/y/cuba/marriage",3
"/check-uk-visa/y/equatorial-guinea/transit",1
"/check-uk-visa/y/burkina-faso/tourism",7
"/check-uk-visa/y/honduras/study",2
"/check-uk-visa/y/macao/family",1
"/check-uk-visa/y/australia/work/six_months_or_less",408
"/check-uk-visa/y/laos/work/six_months_or_less",2
"/check-uk-visa/y/cuba/work",11
"/check-uk-visa/y/central-african-republic/study/six_months_or_less",1
"/check-uk-visa/y/st-kitts-and-nevis/study/six_months_or_less",7
"/check-uk-visa/y/macao/study/six_months_or_less",7
"/check-uk-visa/y/nauru/work",2
"/check-uk-visa/y/st-kitts-and-nevis",27
"/check-uk-visa/y/venezuela/tourism",892
"/check-uk-visa/y/vietnam/school",12
"/check-uk-visa/y/honduras/work/six_months_or_less",4
"/check-uk-visa/y/mauritius/work/six_months_or_less",10
"/check-uk-visa/y/cambodia",28
"/check-uk-visa/y/tunisia/work",44
"/check-uk-visa/y/tanzania/marriage",4
"/check-uk-visa/y/togo/study",1
"/check-uk-visa/y/papua-new-guinea",2
"/check-uk-visa/y/armenia/transit/yes",5
"/check-uk-visa/y/armenia/work",5
"/check-uk-visa/y/luxembourg",4
"/check-uk-visa/y/albania/study/longer_than_six_months",17
"/print/check-uk-visa/y/canada/tourism",1
"/check-uk-visa/y/morocco/tourism",315
"/check-uk-visa/y/trinidad-and-tobago/work/six_months_or_less",10
"/check-uk-visa/y/bahamas/study",3
"/check-uk-visa/y/swaziland/work",1
"/check-uk-visa/y/seychelles/family",1
"/check-uk-visa/y/democratic-republic-of-congo/work/six_months_or_less",10
"/check-uk-visa/y/saudi-arabia/work/longer_than_six_months",24
"/check-uk-visa/y/lebanon/marriage",5
"/check-uk-visa/y/ghana/work",86
"/check-uk-visa/y/india/tourism",4010
"/check-uk-visa/y/afghanistan/work",57
"/check-uk-visa/y/taiwan/tourism",106
"/check-uk-visa/y/trinidad-and-tobago/work",10
"/check-uk-visa/y/denmark",52
"/check-uk-visa/y/australia/medical",2
"/print/check-uk-visa/y/india/transit/no",3
"/check-uk-visa/y/bahamas",10
"/check-uk-visa/y/kuwait/work",18
"/check-uk-visa/y/samoa/marriage",1
"/check-uk-visa/y/honduras",16
"/check-uk-visa/y/guyana/study/longer_than_six_months",3
"/check-uk-visa/y/sri-lanka",387
"/check-uk-visa/y/bermuda/work/six_months_or_less",1
"/check-uk-visa/y/mozambique/study/six_months_or_less",4
"/check-uk-visa/y/british-national-overseas/tourism",30
"/check-uk-visa/y/qatar/study/six_months_or_less",10
"/check-uk-visa/y/nigeria/medical",20
"/check-uk-visa/y/el-salvador",18
"/check-uk-visa/y/dominica/marriage",3
"/check-uk-visa/y/british-protected-person/medical",1
"/check-uk-visa/y/lebanon/work/longer_than_six_months",24
"/check-uk-visa/y/st-vincent-and-the-grenadines/work/six_months_or_less",1
"/check-uk-visa/y/usa/transit",76
"/check-uk-visa/y/uruguay/transit",1
"/check-uk-visa/y/sri-lanka/tourism",428
"/check-uk-visa/y/rwanda/family",3
"/check-uk-visa/y/zambia/family",8
"/check-uk-visa/y/malaysia/work/six_months_or_less",104
"/check-uk-visa/y/colombia/school",4
"/check-uk-visa/y/sao-tome-and-principe/tourism",5
"/check-uk-visa/y/cote-d-ivoire/study/longer_than_six_months",9
"/check-uk-visa/y/aruba",3
"/check-uk-visa/y/zimbabwe/study/six_months_or_less",12
"/check-uk-visa/y/libya/medical",1
"/check-uk-visa/y/jamaica/medical",4
"/check-uk-visa/y/south-korea/study/longer_than_six_months",84
"/check-uk-visa/y/kuwait/study/longer_than_six_months",4
"/check-uk-visa/y/malaysia/family",53
"/check-uk-visa/y/kenya/work/six_months_or_less",77
"/check-uk-visa/y/mozambique/tourism",28
"/check-uk-visa/y/libya/transit/yes",7
"/check-uk-visa/y/somalia/family",12
"/check-uk-visa/y/pakistan/work",239
"/check-uk-visa/y/vietnam/study",15
"/check-uk-visa/y/cambodia/study",1
"/check-uk-visa/y/marshall-islands/tourism",1
"/check-uk-visa/y/north-korea/tourism",6
"/check-uk-visa/y/south-georgia-and-south-sandwich-islands",2
"/check-uk-visa/y/el-salvador/study",1
"/check-uk-visa/y/libya/study",65
"/check-uk-visa/y/hong-kong-(british-national-overseas)/study/six_months_or_less",7
"/check-uk-visa/y/australia/work",578
"/check-uk-visa/y/new-zealand/work",240
"/check-uk-visa/y/trinidad-and-tobago/marriage",4
"/check-uk-visa/y/cyprus-north",10
"/check-uk-visa/y/senegal/transit",3
"/check-uk-visa/y/guatemala/work",4
"/check-uk-visa/y/british-virgin-islands/family",2
"/check-uk-visa/y/cyprus-north/work/longer_than_six_months",5
"/check-uk-visa/y/chile/work/six_months_or_less",28
"/check-uk-visa/y/benin/study",1
"/print/check-uk-visa/y/thailand/transit/yes",1
"/check-uk-visa/y/botswana/family",7
"/check-uk-visa/y/democratic-republic-of-congo/transit/yes",1
"/check-uk-visa/y/antigua-and-barbuda/work/longer_than_six_",3
"/check-uk-visa/y/usa/school",17
"/check-uk-visa/y/canada/study/longer_than_six_months",99
"/check-uk-visa/y/benin/work/six_months_or_less",2
"/check-uk-visa/y/cameroon/marriage",5
"/check-uk-visa/nigeria",1
"/check-uk-visa/y/madagascar/work/longer_than_six_months",2
"/check-uk-visa/y/guinea",16
"/check-uk-visa/y/kazakhstan/marriage",3
"/check-uk-visa/y\u200b",1
"/check-uk-visa/y/gambia/study/six_months_or_less",3
"/check-uk-visa/y/lebanon/study/longer_than_six_months",14
"/check-uk-visa/y/suriname",12
"/check-uk-visa/y/british-protected-person/tourism",13
"/check-uk-visa/y/paraguay/school",1
"/check-uk-visa/y/congo/work/longer_than_six_months",1
"/check-uk-visa/y/burma",46
"/check-uk-visa/y/botswana/work",7
"/check-uk-visa/y/brazil/school",4
"/check-uk-visa/y/china/transit/no",279
"/check-uk-visa/y/solomon-islands",3
"/check-uk-visa/y/south-africa/work/longer_than_six_months",280
"/check-uk-visa/y/sri-lanka/study",33
"/check-uk-visa/y/morocco/transit/no",4
"/check-uk-visa/y/south-korea/transit",1
"/check-uk-visa/y/guatemala/study/six_months_or_less",3
"/check-uk-visa/y/sudan/study",23
"/check-uk-visa/y/yemen/tourism",47
"/check-uk-visa/y/taiwan/transit/yes",4
"/check-uk-visa/y/iran/tourism",367
"/check-uk-visa/y/grenada/marriage",1
"/check-uk-visa/y/cote-d-ivoire/school",1
"/check-uk-visa/y/cameroon/work/six_months_or_less",40
"/check-uk-visa/y/singapore/transit",1
"/check-uk-visa/y/yemen/work",8
"/check-uk-visa/y/taiwan/school",2
"/check-uk-visa/y/thailand/study/longer_than_six_months",66
"/check-uk-visa/y/cote-d-ivoire/study",9
"/check-uk-visa/y/dominica/family",3
"/check-uk-visa/y/burma/study/six_months_or_less",5
"/check-uk-visa/y/tajikistan/transit",2
"/check-uk-visa/y/pakistanFollow",1
"/check-uk-visa/y/burkina-faso",7
"/check-uk-visa/y/cote-d-ivoire/tourism",69
"/check-uk-visa/y/st-vincent-and-the-grenadines/study/longer_than_six_months",1
"/check-uk-visa/y/macedonia/work",23
"/check-uk-visa/y/libya",187
"/check-uk-visa/y/botswana",53
"/check-uk-visa/y/laos/work",3
"/check-uk-visa/y/venezuela/study/six_months_or_less",121
"/check-uk-visa/y/chad/marriage",2
"/check-uk-visa/y/nigeria/transit",68
"/check-uk-visa/y/belarus/marriage",4
"/check-uk-visa/y/moldova",54
"/check-uk-visa/y/turkmenistan/tourism",10
"/check-uk-visa/y/russia/transit",61
"/check-uk-visa/y/namibia/transit",2
"/check-uk-visa/y/vatican-city/tourism",3
"/check-uk-visa/y/senegal/work/six_months_or_less",13
"/check-uk-visa/y/brunei/study/longer_than_six_months",3
"/check-uk-visa/y/laos/study/six_months_or_less",2
"/check-uk-visa/y/belarus",97
"/check-uk-visa/y/madagascar/work/six_months_or_less",3
"/check-uk-visa/y/albania/tourism",196
"/check-uk-visa/y/indonesia/transit/yes",30
"/check-uk-visa/y/sao-tome-and-principe",7
"/check-uk-visa/y/albania/work",32
"/check-uk-visa/y/bermuda/study/six_months_or_less",1
"/check-uk-visa/y/turkmenistan/work/six_months_or_less",2
"/check-uk-visa/y/oman/transit/yes",7
"/check-uk-visa/y/thailand/school",12
"/check-uk-visa/y/romania",108
"/check-uk-visa/y/colombia/study/six_months_or_lesshttp",1
"/check-uk-visa/y/dominican-republic/work",9
"/check-uk-visa/y/egypt/school",5
"/check-uk-visa/y/mali/work/six_months_or_less",1
"/check-uk-visa/y/cape-verde/family",2
"/check-uk-visa/y/the-occupied-palestinian-territories/work",3
"/check-uk-visa/y/nigeria/study",191
"/check-uk-visa/y/belarus/tourism",109
"/check-uk-visa/y/pakistan/tourism",1290
"/check-uk-visa/y/rwanda/work/six_months_or_less",11
"/check-uk-visa/y/andorra",5
"/check-uk-visa/y/japan/family",71
"/check-uk-visa/y/senegal/family",5
"/check-uk-visa/y/israel",65
"/check-uk-visa/y/malaysia/study/six_months_or_less",68
"/check-uk-visa/y/nicaragua",16
"/check-uk-visa/-checkifyouneedukvisa",1
"/check-uk-visa/y/bermuda/medical",2
"/print/check-uk-visa/y/kenya/transit/yes",1
"/check-uk-visa/y/antigua-and-barbuda/study/six_months_or_less",1
"/check-uk-visa/y/guinea-bissau/work",1
"/check-uk-visa/y/brazil/study/six_months_or_less",108
"/check-uk-visa/y/seychelles/study/longer_than_six_months",3
"/check-uk-visa/y/senegal/work",7
"/check-uk-visa/y/malawi/family",3
"/check-uk-visa/y/iraq/marriage",8
"/check-uk-visa/y/libya/work/longer_than_six_months",18
"/check-uk-visa/y/equatorial-guinea/work/six_months_or_less",2
"/check-uk-visa/y/bermuda/study/longer_than_six_months",1
"/check-uk-visa/y/azerbaijan/transit/yes",6
"/check-uk-visa/y/yemen/medical",1
"/check-uk-visa/y/cameroon/transit/yes",7
"/check-uk-visa/y/moldova/study/longer_than_six_months",5
"/check-uk-visa/y/philippines/transit/no",39
"/check-uk-visa/y/algeria/work",116
"/check-uk-visa/y/nicaragua/transit",3
"/check-uk-visa/y&usg=ALkJrhibRJs65k5vIm9zdj2JgK91qFSIkQ",1
"/check-uk-visa/y/british-virgin-islands/study/longer_than_six_months",3
"/check-uk-visa/y/zimbabwe/study",30
"/check-uk-visa/y/chile",119
"/check-uk-visa/y/thailand/transit",23
"/check-uk-visa/y/taiwan/work/six_months_or_less",43
"/check-uk-visa/y/saudi-arabia/work/six_months_or_less",96
"/check-uk-visa/y/kosovo/marriage",5
"/check-uk-visa/y/tanzania/study",7
"/check-uk-visa/y/venezuela/transit/no",83
"/check-uk-visa/y/liberia/transit/yes",2
"/check-uk-visa/y/vietnam/tourism",208
"/check-uk-visa/y/zimbabwe/tourism",219
"/check-uk-visa/y/ukraine/transit/yes",32
"/check-uk-visa/y/australia/study",98
"/check-uk-visa/y/algeria/transit/no",9
"/check-uk-visa/y/cote-d-ivoire/marriage",1
"/check-uk-visa/y/cambodia/work",7
"/check-uk-visa/y/tanzania/work/longer_than_six_months",4
"/check-uk-visa/y/cape-verde/transit/yes",1
"/check-uk-visa/y/netherlands",81
"/check-uk-visa/y/cape-verde/study/six_months_or_less",2
"/check-uk-visa/y/tunisia/work/six_months_or_less",64
"/check-uk-visa/y/new-zealand/transit",2
"/check-uk-visa/y/vanuatu",2
"/check-uk-visa/y/costa-rica/family",2
"/check-uk-visa/y/mauritius/work",15
"/check-uk-visa/y/st-kitts-and-nevis/work/six_months_or_less",4
"/check-uk-visa/y/turkmenistan/family",2
"/check-uk-visa/y/malawi/study/six_months_or_less",3
"/check-uk-visa/y/suriname/tourism",17
"/check-uk-visa/y/macedonia/work/six_months_or_less",26
"/check-uk-visa/y/georgia/work",6
"/check-uk-visa/y/armenia/study/longer_than_six_months",7
"/check-uk-visa/y/bahrain/study",18
"/check-uk-visa/y/malawi/school",1
"/check-uk-visa/y/kuwait/transit/yes",8
"/check-uk-visa/y/canada/work/six_months_or_less",285
"/check-uk-visa/y/burma/work",7
"/check-uk-visa/y/sudan/study/longer_than_six_months",11
"/check-uk-visa/y/philippines/family",304
"/check-uk-visa/y/nauru/work/six_months_or_less",1
"/check-uk-visa/y/guatemala/work/six_months_or_less",8
"/check-uk-visa/y/mauritius",88
"/check-uk-visa/arabic",365
"/check-uk-visa/y/senegal/transit/yes",2
"/check-uk-visa/y/sierra-leone/study/six_months_or_less",2
"/check-uk-visa/y/st-kitts-and-nevis/work/longer_than_six_months",5
"/check-uk-visa/y/somalia/work/longer_than_six_months",1
"/check-uk-visa/y/uruguay/study",4
"/check-uk-visa/y/seychelles/work/six_months_or_less",1
"/check-uk-visa/y/afghanistan/work/longer_than_six_months",47
"/check-uk-visa/y/sierra-leone/tourism",50
"/check-uk-visa/y/egypt/family",48
"/check-uk-visa/y/lebanon/transit",45
"/check-uk-visa/y/azerbaijan/work",18
"/check-uk-visa/y/suriname/work",1
"/check-uk-visa/y/british-overseas-citizen/marriage",4
"/check-uk-visa/y/egypt/work",189
"/check-uk-visa/y/algeria/work/longer_than_six_months",40
"/check-uk-visa/y/trinidad-and-tobago/transit",7
"/check-uk-visa/y/turks-and-caicos-islands/work/six_months_or_less",1
"/check-uk-visa/y/libya/study/longer_than_six_months",95
"/check-uk-visa/y/guyana/transit",5
"/check-uk-visa/y/united-arab-emirates/marriage",1
"/check-uk-visa/y/syria/medical",1
"/check-uk-visa/y/british-overseas-citizen/tourism",23
"/check-uk-visa/y/china/work/six_months_or_less",1728
"/check-uk-visa/y/jordan/study",21
"/check-uk-visa/y/azerbaijan/tourism",43
"/check-uk-visa/y/nepal/study/longer_than_six_months",14
"/check-uk-visa/y/st-kitts-and-nevis/tourism",23
"/check-uk-visa/y/vatican-city",4
"/check-uk-visa/y/oman/transit",8
"/check-uk-visa/y/bahrain/transit/yes",5
"/check-uk-visa/y/macao/study",5
"/check-uk-visa/y/sri-lanka/medical",4
"/check-uk-visa/y/bahrain/work",25
"/check-uk-visa/y/barbados/family",9
"/check-uk-visa/y/central-african-republic/work/six_months_or_less",2
"/check-uk-visa/y/macedonia/marriage",1
"/check-uk-visa/y/albania/medical",3
"/check-uk-visa/y/venezuela/transit",123
"/check-uk-visa/y/solomon-islands/tourism",3
"/check-uk-visa/y/benin",13
"/check-uk-visa/y/ethiopia/work",27
"/check-uk-visa/y/maldives/work/six_months_or_less",2
"/check-uk-visa/y/st-kitts-and-nevis/medical",2
"/check-uk-visa/y/qatar/transit/no",2
"/check-uk-visa/y/guatemala/study",3
"/check-uk-visa/y/kazakhstan/family",12
"/check-uk-visa/y/qatar/school",1
"/check-uk-visa/y/singapore/work",54
"/check-uk-visa/y/ghana/transit",40
"/check-uk-visa/y/fiji/work",13
"/check-uk-visa/y/armenia/tourism",39
"/check-uk-visa/y/north-korea/transit",1
"/check-uk-visa/y/hong-kong/family",33
"/check-uk-visa/y/uruguay/work/six_months_or_less",5
"/check-uk-visa/y/kazakhstan/transit/no",2
"/check-uk-visa/y/panama/work",3
"/check-uk-visa/registration",1
"/check-uk-visa/y/taiwan/marriage",17
"/check-uk-visa/y/colombia",612
"/check-uk-visa/y/mongolia/study",2
"/check-uk-visa/y/cape-verde/work/longer_than_six_months",1
"/check-uk-visa/y/singapore/study/longer_than_six_months",44
"/check-uk-visa/y/sudan/marriage",4
"/check-uk-visa/y/kenya/transit",32
"/check-uk-visa/y/mongolia/study/longer_than_six_months",1
"/check-uk-visa/y/uzbekistan/family",3
"/check-uk-visa/y/iraq/family",26
"/check-uk-visa/y/mongolia/family",5
"/check-uk-visa/y/laos/study/longer_than_six_months",4
"/check-uk-visa/y/taiwan/study",40
"/check-uk-visa/y/armenia/study",3
"/check-uk-visa/y/morocco",312
"/check-uk-visa/y/rwanda/transit/yes",1
"/check-uk-visa/y/fiji",51
"/check-uk-visa/y/turks-and-caicos-islands/tourism",1
"/check-uk-visa/y/gabon/work/longer_than_six_months",1
"/check-uk-visa/y/turkey/work/longer_than_six_months",102
"/check-uk-visa/y/fiji/work/longer_than_six_months",2
"/check-uk-visa/y/yemen/study/six_months_or_less",5
"/check-uk-visa/y/british-overseas-citizen/study",17
"/check-uk-visa/y/lebanon/study/six_months_or_less",15
"/check-uk-visa/y/zimbabwe/family",73
"/check-uk-visa/y/the-occupied-palestinian-territories/study",4
"/check-uk-visa/y/bhutan",5
"/check-uk-visa/y/el-salvador/family",4
"/check-uk-visa/y/grenada/work/longer_than_six_months",1
"/check-uk-visa/y/eritrea",30
"/check-uk-visa/y/bahrain/work/six_months_or_less",26
"/check-uk-visa/y/belize/work/six_months_or_less",2
"/check-uk-visa/y/st-lucia",11
"/check-uk-visa/y/macao/study/longer_than_six_months",7
"/check-uk-visa/y/costa-rica/work/longer_than_six_months",5
"/check-uk-visa/y/madagascar/marriage",2
"/check-uk-visa/y/burkina-faso/work",2
"/check-uk-visa/y/albania/transit/no",5
"/check-uk-visa/y/burundi/work/six_months_or_less",2
"/check-uk-visa/y/serbia/study",12
"/check-uk-visa/y/argentina/work/six_months_or_less",53
"/check-uk-visa/y/bermuda/tourism",3
"/check-uk-visa/y/azerbaijan/study/six_months_or_less",8
"/check-uk-visa/y/saudi-arabia/tourism",722
"/check-uk-visa/y/oman/family",3
"/check-uk-visa/y/sudan/transit/no",1
"/check-uk-visa/y/turkey/marriage",23
"/check-uk-visa/y/anguilla",5
"/check-uk-visa/y/azerbaijan/marriage",1
"/check-uk-visa/y/brazil/transit",12
"/check-uk-visa/y/democratic-republic-of-congo/transit",2
"/check-uk-visa/y/usa/work/longer_than_six_months",620
"/check-uk-visa/y/malaysia/work",93
"/check-uk-visa/y/ethiopia/transit",7
"/check-uk-visa/y/mauritius/family",18
"/check-uk-visa/y/maldives/study",1
"/check-uk-visa/y/iraq/transit",6
"/check-uk-visa/y/iran/transit",14
"/check-uk-visa/y/barbados/work/six_months_or_less",12
"/check-uk-visa/y/usa/study/six_months_or_less",362
"/check-uk-visa/y/haiti/study/longer_than_six_months",2
"/check-uk-visa/y/rwanda/study/six_months_or_less",2
"/check-uk-visa/y/kenya/school",9
"/check-uk-visa/y/saudi-arabia/transit",20
"/check-uk-visa/y/iraq/study",27
"/check-uk-visa/y/thailand",866
"/check-uk-visa/y/grenada/work",4
"/check-uk-visa/y/guatemala/study/longer_than_six_months",1
"/check-uk-visa/y/el-salvador/work/six_months_or_less",5
"/check-uk-visa/y/jamaica/tourism",360
"/check-uk-visa/y/armenia",47
"/check-uk-visa/y/azerbaijan/work/longer_than_six_months",2
"/check-uk-visa/y/uganda/marriage",2
"/check-uk-visa/y/iraq/transit/yes",5
"/check-uk-visa/y/india/medical",21
"/check-uk-visa/y/eritrea/school",1
"/check-uk-visa/y/zambia/study/six_months_or_less",4
"/check-uk-visa/y/india/family",558
"/check-uk-visa/y/canada",585
"/check-uk-visa/y/lebanon",471
"/check-uk-visa/y/kenya/work/longer_than_six_months",37
"/check-uk-visa/y/nigeria/family",190
"/check-uk-visa/y/anguilla/tourism",2
"/check-uk-visa/y/djibouti/work",1
"/check-uk-visa/y/uganda/medical",1
"/check-uk-visa/y/serbia",198
"/check-uk-visa/y/kenya/family",48
"/check-uk-visa/y/british-dependent-territories-citizen/study/longer_than_six_months",6
"/check-uk-visa/y/senegal",56
"/check-uk-visa/y/tunisia/marriage",28
"/check-uk-visa/y/the-occupied-palestinian-territories/study/longer_than_six_months",2
"/check-uk-visa/y/mongolia/medical",1
"/check-uk-visa/y/el-salvador/tourism",32
"/check-uk-visa/y/tanzania/tourism",88
"/check-uk-visa/y/bahrain/study/longer_than_six_months",11
"/check-uk-visa/y/guinea/marriage",2
"/check-uk-visa/y/russia/transit/yes",97
"/check-uk-visa/y/pakistan/marriage",178
"/check-uk-visa/y/tajikistan/study",2
"/check-uk-visa/y/british-protected-person/work/six_months_or_less",1
"/check-uk-visa/y/oman/study/longer_than_six_months",14
"/check-uk-visa/y/colombia/transit/yes",50
"/check-uk-visa/y/brazil/tourism",292
"/check-uk-visa/y/singapore/work/six_months_or_less",67
"/check-uk-visa/y/british-protected-person/marriage",3
"/check-uk-visa/y/zambia",94
"/check-uk-visa/y/comoros",11
"/check-uk-visa/y/malawi/work",7
"/check-uk-visa/y/colombia/tourism",603
"/check-uk-visa/y/cameroon/work",29
"/check-uk-visa/y/bosnia-and-herzegovina/transit",1
"/check-uk-visa/y/peru/marriage",9
"/check-uk-visa/y/afghanistan/tourism",305
"/check-uk-visa/y/moldova/marriage",1
"/check-uk-visa/y/madagascar/work",3
"/check-uk-visa/y/qatar/transit",5
"/check-uk-visa/y/turks-and-caicos-islands/work/longer_than_six_months",1
"/check-uk-visa/y/central-african-republic",2
"/check-uk-visa/y/pakistan/work/six_months_or_less",174
"/check-uk-visa/philippines",1
"/check-uk-visa/y/uganda/tourism",111
"/check-uk-visa/y/peru/tourism",292
"/check-uk-visa/y/barbados/work/longer_than_six_months",17
"/check-uk-visa/y/papua-new-guinea/tourism",5
"/check-uk-visa/y/rwanda/work",5
"/check-uk-visa/y/lebanon/work/six_months_or_less",98
"/check-uk-visa/y/united-arab-emirates/transit/yes",3
"/check-uk-visa/y/serbia/study/six_months_or_less",18
"/check-uk-visa/y/costa-rica",26
"/check-uk-visa/y/canada/tourism",344
"/check-uk-visa/y/laos/tourism",8
"/check-uk-visa/y/philippines/study/six_months_or_less",18
"/check-uk-visa/y/china/study",1358
"/check-uk-visa/y/south-africa/work/six_months_or_less",538
"/check-uk-visa/y/cambodia/work/six_months_or_less",16
"/check-uk-visa/y/mexico/transit",16
"/check-uk-visa/y/swaziland/transit/no",1
"/check-uk-visa/y/kuwait/work/six_months_or_less",14
"/check-uk-visa/y/bolivia/study/six_months_or_less",5
"/print/check-uk-visa/y/australia/tourism",1
"/check-uk-visa/y/pakistan/study/six_months_or_less",57
"/check-uk-visa/y/peru/work/six_months_or_less",43
"/check-uk-visa/y/british-virgin-islands",26
"/check-uk-visa/y/guinea-bissau/study/six_months_or_less",1
"/check-uk-visa/y/honduras/study/six_months_or_less",4
"/check-uk-visa/y/sri-lanka/marriage",18
"/check-uk-visa/y/angola/study",23
"/check-uk-visa/y/united-arab-emirates/tourism",176
"/check-uk-visa/y/saudi-arabia/study/longer_than_six_months",79
"/check-uk-visa/y/st-vincent-and-the-grenadines/work/longer_than_six_months",1
"/check-uk-visa/y/belize/medical",1
"/check-uk-visa/y/nepal/work/longer_than_six_months",21
"/check-uk-visa/y/ukraine/school",5
"/check-uk-visa/y/hong-kong-(british-national-overseas)",44
"/check-uk-visa/y/turks-and-caicos-islands/study",1
"/check-uk-visa/y/bahrain/medical",4
"/check-uk-visa/y/cyprus-north/tourism",8
"/check-uk-visa/y/rwanda/work/longer_than_six_months",1
"/check-uk-visa/y/sudan/work/six_months_or_less",27
"/check-uk-visa/y/bangladesh/work/longer_than_six_months",51
"/check-uk-visa/y/djibouti",4
"/check-uk-visa/y/kosovo/family",4
"/check-uk-visa/y/panama",15
"/check-uk-visa/y/democratic-republic-of-congo/transit/no",2
"/check-uk-visa/y/albania/transit/yes",7
"/check-uk-visa/y/st-lucia/family",6
"/check-uk-visa/y/jamaica",353
"/check-uk-visa/y/fiji/transit/no",1
"/check-uk-visa/y/mozambique/study",4
"/check-uk-visa/y/india/transit",819
"/check-uk-visa/y/russia/study/six_months_or_less",259
"/check-uk-visa/y/philippines/study",26
"/check-uk-visa/y/dominican-republic/family",15
"/check-uk-visa/y/tonga/family",4
"/check-uk-visa/y/moldova/transit/no",3
"/check-uk-visa/y/israel/study",11
"/check-uk-visa/y/canada/family",97
"/check-uk-visa/y/israel/family",19
"/check-uk-visa/y/barbados/medical",1
"/check-uk-visa/y/el-salvador/study/six_months_or_less",6
"/check-uk-visa/y/nicaragua/study/six_months_or_less",1
"/check-uk-visa/y/colombia/study/longer_than_six_months",67
"/check-uk-visa/y/honduras/family",1
"/check-uk-visa/y/south-korea/study/six_months_or_less",50
"/check-uk-visa/y/bolivia/work/six_months_or_less",13
"/check-uk-visa/y/mali",6
"/check-uk-visa/y/lebanon/tourism",373
"/check-uk-visa/y/kyrgyzstan/tourism",22
"/check-uk-visa/y/ecuador/school",2
"/check-uk-visa/y/cameroon/study/six_months_or_less",10
"/check-uk-visa/y/cote-d-ivoire/medical",1
"/check-uk-visa/y/zimbabwe/medical",2
"/check-uk-visa/y/pakistan/medical",19
"/check-uk-visa/y/united-arab-emirates/study/longer_than_six_months",4
"/check-uk-visa/y/cote-d-ivoire/transit/yes",1
"/check-uk-visa/y/sudan",176
"/check-uk-visa/y/bhutan/work/six_months_or_less",1
"/check-uk-visa/y/cameroon/study",11
"/check-uk-visa/y/south-korea/school",1
"/check-uk-visa/y/bolivia/transit/yes",5
"/check-uk-visa/y/liberia/tourism",13
"/check-uk-visa/y/st-kitts-and-nevis/study/longer_than_six_months",5
"/check-uk-visa/y/vatican-city/work",1
"/check-uk-visa/y/tajikistan/work",1
"/check-uk-visa/y/british-national-overseas/family",17
"/check-uk-visa/y/zimbabwe/transit/yes",13
"/check-uk-visa/y/mali/work/longer_than_six_months",1
"/check-uk-visa/y/barbados/tourism",16
"/check-uk-visa/y/morocco/work/six_months_or_less",94
"/check-uk-visa/y/sudan/family",20
